temperature,humidity,pressure,time_since_last,cluster
73.33,42.74,1009.9,6.5353920459747314,1
73.33,42.74,1009.9,0.0357794761657714,1
73.33,42.78,1009.89,0.0425703525543212,1
73.33,42.78,1009.89,0.041874885559082,1
73.31,42.7,1009.89,0.7205421924591064,1
73.31,42.76,1009.88,1.5539507865905762,1
73.29,42.86,1009.87,1.529101848602295,1
73.31,42.97,1009.89,6.523048400878906,1
73.31,42.97,1009.89,0.0440812110900878,1
73.31,42.98,1009.87,0.0515961647033691,1
73.31,42.98,1009.87,0.0471606254577636,1
73.31,42.92,1009.9,0.8025081157684326,1
73.29,42.95,1009.88,1.536301612854004,1
73.33,44.05,1009.91,33.58812618255615,2
73.36,44.71,1009.91,1.528158187866211,1
73.38,44.44,1009.93,1.547137975692749,1
73.4,43.75,1009.88,1.552690029144287,1
73.44,43.5,1009.9,1.50608491897583,1
73.44,43.34,1009.9,1.5405404567718506,1
73.47,43.26,1009.87,1.2278916835784912,1
73.45,43.12,1009.88,1.5342838764190674,1
73.45,43.02,1009.91,1.5391016006469729,1
73.45,42.97,1009.92,1.5324747562408447,1
73.45,42.9,1009.87,1.5366487503051758,1
73.45,42.86,1009.91,1.53637433052063,1
73.49,43.08,1009.89,1.5365653038024902,1
73.49,42.91,1009.92,6.538739204406738,1
73.49,42.91,1009.92,0.0521259307861328,1
73.49,42.91,1009.92,0.0413188934326171,1
73.49,42.91,1009.92,0.0387334823608398,1
73.49,42.9,1009.9,0.7047479152679443,1
73.51,42.85,1009.94,1.5348589420318604,1
73.49,42.58,1009.95,1.531259536743164,1
73.49,42.48,1009.92,1.5414369106292725,1
73.53,42.43,1009.92,1.530348777770996,1
73.53,42.4,1009.95,1.5295109748840332,1
73.56,42.37,1009.93,1.2365400791168213,1
73.56,42.28,1009.92,1.5642783641815186,1
73.58,42.44,1009.92,1.5082778930664062,1
73.6,42.32,1009.96,1.5588419437408447,1
73.63,42.23,1009.95,1.5311362743377686,1
73.65,42.23,1009.95,1.5186753273010254,1
73.67,42.19,1009.95,1.5397453308105469,1
73.69,42.08,1009.99,1.5386176109313965,1
73.69,41.99,1009.94,1.525291919708252,1
73.71,41.95,1009.92,1.2320749759674072,1
73.72,42.25,1009.94,1.5381460189819336,1
73.72,42.45,1009.94,1.535755634307861,1
73.74,42.52,1009.96,1.5399973392486572,1
73.74,42.5,1009.93,1.531404733657837,1
73.76,42.51,1009.96,1.535456657409668,1
73.78,42.5,1009.91,1.5425171852111816,1
73.81,42.59,1009.89,6.541043281555176,1
73.81,42.58,1009.93,0.0476505756378173,1
73.83,42.58,1009.93,0.0395386219024658,1
73.83,42.58,1009.93,0.0385210514068603,1
73.83,42.59,1009.92,2.522739887237549,1
73.83,42.54,1009.94,0.6128666400909424,1
73.87,42.53,1009.93,1.2488174438476562,1
73.89,42.52,1009.94,0.916173219680786,1
73.94,42.51,1009.94,1.5473623275756836,1
73.94,42.58,1009.94,1.5330240726470947,1
73.96,42.54,1009.93,1.2276756763458252,1
73.99,42.5,1009.97,1.5462985038757324,1
74.01,42.45,1009.94,1.5326926708221436,1
74.05,42.41,1009.98,1.5370306968688965,1
74.05,42.4,1009.97,1.5387921333312988,1
74.07,42.4,1009.97,1.530212163925171,1
74.07,42.44,1009.97,1.2213099002838137,1
74.07,42.46,1009.99,1.5483283996582031,1
74.05,42.42,1010.0,1.5320451259613037,1
74.03,42.45,1009.96,1.5365972518920898,1
74.03,42.44,1009.97,1.5366389751434326,1
74.03,42.44,1009.97,1.535844087600708,1
74.03,42.42,1009.96,1.5479021072387695,1
74.05,42.41,1009.93,1.5218026638031006,1
74.08,42.41,1009.95,1.5316576957702637,1
74.1,42.4,1009.94,1.235368728637695,1
74.14,42.36,1009.96,1.536447525024414,1
74.19,42.38,1009.96,1.5421605110168457,1
74.25,42.35,1009.97,1.5298576354980469,1
74.32,42.25,1009.95,1.5394878387451172,1
74.37,42.05,1009.95,1.5303678512573242,1
74.41,41.76,1009.98,1.535938739776611,1
74.52,41.89,1009.98,6.55068302154541,1
74.52,41.89,1009.98,0.0372419357299804,1
74.52,41.89,1009.98,0.0503320693969726,1
74.52,41.89,1009.98,0.039527416229248,1
74.55,41.9,1009.98,0.7056856155395508,1
74.57,41.92,1009.97,1.531696081161499,1
74.61,42.33,1009.93,1.530733346939087,1
74.62,42.03,1009.97,1.545614242553711,1
74.77,41.82,1009.96,6.536290645599365,1
74.77,41.81,1009.98,0.0374984741210937,1
74.77,41.81,1009.98,0.0542218685150146,1
74.77,41.85,1009.98,0.0388498306274414,1
74.77,41.78,1009.95,0.6970608234405518,1
74.8,41.92,1009.96,1.541212558746338,1
74.86,42.2,1009.96,1.5311808586120603,1
74.89,42.1,1009.95,1.53652024269104,1
74.91,41.9,1009.94,1.535093069076538,1
75.09,42.34,1009.94,6.540871381759644,1
75.09,42.34,1009.94,0.0378921031951904,1
75.09,42.35,1009.92,0.0491855144500732,1
75.09,42.35,1009.92,0.0327744483947753,1
75.11,42.31,1009.92,0.7116572856903076,1
75.15,42.67,1009.92,1.5596599578857422,1
75.2,42.69,1009.89,1.5181925296783447,1
75.25,42.48,1009.94,1.5319316387176514,1
75.29,42.74,1009.93,1.5402300357818604,1
75.33,42.96,1009.93,1.5554070472717283,1
75.34,42.3,1009.92,1.201335906982422,1
75.36,41.82,1009.9,1.5435223579406738,1
75.4,41.7,1009.89,1.5515501499176023,1
75.45,41.8,1009.94,1.518320083618164,1
75.49,42.14,1009.91,1.5361011028289795,1
75.51,41.71,1009.9,1.532723903656006,1
75.54,41.5,1009.91,1.538323163986206,1
75.6,41.34,1009.87,1.5380568504333496,1
75.63,41.39,1009.92,1.5326173305511477,1
75.65,41.48,1009.91,1.2328896522521973,1
75.7,42.44,1009.92,1.5309162139892578,1
75.74,42.01,1009.95,1.541454792022705,1
75.78,42.24,1009.96,1.5457987785339355,1
75.81,41.92,1009.95,1.5285823345184326,1
75.83,41.73,1009.97,1.5332627296447754,1
75.88,41.52,1009.97,1.5390594005584717,1
75.92,41.43,1009.93,1.5218443870544434,1
75.92,41.36,1009.98,1.245251178741455,1
75.94,41.73,1009.96,1.525846242904663,1
75.96,41.38,1009.97,1.5415198802947998,1
75.96,41.38,1009.99,1.5379457473754885,1
75.96,40.94,1009.96,1.5290138721466064,1
75.99,40.87,1009.97,1.543848752975464,1
76.01,40.75,1009.96,1.541139841079712,1
75.99,40.5,1010.01,6.536848306655884,1
75.99,40.49,1009.97,0.0349452495574951,1
75.99,40.49,1009.97,0.0477035045623779,1
75.96,40.47,1009.98,0.0385618209838867,1
75.96,40.36,1009.97,0.7046117782592773,1
74.75,41.7,1009.94,0.0,1
74.75,41.78,1009.95,1.2306203842163086,1
74.75,41.92,1009.96,1.5360779762268066,1
74.73,42.17,1009.94,1.5323734283447266,1
74.71,42.24,1009.94,1.537764072418213,1
74.71,42.24,1009.95,1.5437448024749756,1
74.71,42.14,1009.93,1.5320510864257812,1
74.7,41.96,1009.95,1.5394673347473145,1
74.7,41.95,1009.91,1.523665428161621,1
74.68,41.75,1009.97,1.2330589294433594,1
74.66,41.46,1009.97,1.5401511192321775,1
74.62,41.36,1009.95,1.5405268669128418,1
74.61,41.35,1009.94,1.537039041519165,1
74.55,41.5,1009.96,1.5275886058807373,1
74.48,41.87,1009.95,1.536470651626587,1
74.43,42.04,1009.99,1.5351884365081787,1
74.41,42.16,1010.0,1.5383706092834473,1
74.41,42.62,1009.96,1.5304343700408936,1
74.41,42.92,1009.97,1.2314791679382324,1
74.37,42.36,1009.97,2.456857919692993,1
74.35,42.33,1009.97,0.9360995292663574,1
74.32,42.28,1009.99,2.145193576812744,1
74.32,42.26,1009.96,0.9150516986846924,1
74.28,42.23,1009.96,1.8428752422332764,1
74.26,42.3,1009.95,1.2275824546813965,1
74.25,42.32,1009.96,1.843158721923828,1
74.25,42.34,1009.95,0.9235427379608154,1
74.23,42.47,1009.95,2.152737617492676,1
74.21,42.51,1009.97,0.9185099601745604,1
74.19,42.59,1009.96,1.8600249290466309,1
74.19,42.64,1009.93,1.2244253158569336,1
74.19,42.69,1009.91,1.834757089614868,1
74.19,42.76,1009.91,1.2248108386993408,1
74.17,42.58,1009.89,1.8371961116790767,1
74.17,42.59,1009.93,0.9367194175720216,1
74.16,42.66,1009.92,2.1458733081817627,1
74.16,42.68,1009.92,0.9163603782653807,1
74.14,42.68,1009.92,2.177623987197876,1
74.12,42.62,1009.9,0.8904483318328857,1
74.1,42.59,1009.92,1.8536717891693115,1
74.08,42.59,1009.91,1.222381830215454,1
74.08,42.67,1009.91,1.839038133621216,1
74.07,42.64,1009.89,0.9276645183563232,1
74.07,42.72,1009.93,2.1535656452178955,1
74.07,42.78,1009.89,0.9379451274871826,1
74.07,42.79,1009.91,2.138303279876709,1
74.07,42.81,1009.91,0.9173433780670166,1
74.05,42.84,1009.92,1.841630458831787,1
